suburb,min12,min6,min4,min3,max12,max6,max4,max3,std12,std6,std4,std3,mean12,mean6,mean4,mean3,med12,med6,med4,med3,var12,var6,var4,var3,linreg12,linreg6,linreg4,linreg3,dist_syd_cbd,pprev_up2,prev_up2,Ypred2,Threshold
BLAYNEY,0.141492537,0.117588341,0.114317203,0.104861686,0.095565353,0.095565353,0.085547634,0.080038885,0.042551875,0.055016396,0.041342098,0.031776111,0.122777951,0.109037605,0.099706866,0.090857143,0.121072938,0.107514788,0.097055705,0.092868852,0.002466336,0.003406935,0.001988614,0.001084753,0.123660797,0.110490106,0.100362576,0.094909701,0.001977957,0,0,9.69E-06,0
BLIGH PARK,0.289552239,0.241365542,0.238553251,0.218821799,0.228021266,0.212914938,0.209332469,0.209332469,0.116943184,0.161875393,0.180334501,0.207655812,0.285545504,0.246532672,0.22887164,0.209090909,0.28490722,0.252395235,0.223758258,0.200819672,0.015337656,0.02719563,0.033562741,0.043522199,0.288064506,0.249652863,0.233002563,0.225159526,0.001000923,1,0,0,0
BLUE HAVEN,0.097313433,0.091135955,0.087766757,0.080507306,0.071738849,0.068983402,0.064160726,0.06286455,0.039691655,0.034036753,0.031145719,0.031599953,0.088140861,0.083060833,0.076524504,0.07025974,0.08639537,0.083562443,0.075524019,0.071311475,0.002188856,0.001398896,0.001182819,0.001073187,0.088469258,0.083738935,0.075636552,0.070125375,0.00817826,0,1,0.9960013,1
BOAMBEE EAST,0.122149254,0.101417449,0.098086364,0.089973348,0.096213693,0.094787344,0.082955282,0.082955282,0.051829566,0.078470362,0.063807042,0.073573715,0.127713358,0.108741614,0.096383304,0.08825974,0.129753812,0.108097976,0.098727673,0.094262295,0.003477197,0.006686325,0.004492524,0.00557932,0.129028133,0.110784681,0.097822729,0.09500218,0.001362337,1,0,0.040353417,0
BOGANGAR,0.063283582,0.058295069,0.054804128,0.050271115,0.043698133,0.043698133,0.044069994,0.044069994,0.017004928,0.023603624,0.029296752,0.03871594,0.055478709,0.051601173,0.049750217,0.046441558,0.055047768,0.050112472,0.048690971,0.046885246,0.000558185,0.00072564,0.001058814,0.001589688,0.05565972,0.051463933,0.048434291,0.045380682,0.02491122,0,1,0,0
BOLTON POINT,0.090268657,0.081653025,0.078248672,0.071776491,0.081301867,0.081301867,0.081659106,0.076474401,0.074392899,0.094430657,0.094599849,0.09443518,0.087922182,0.089847494,0.087362206,0.076883117,0.080921367,0.092726818,0.089796917,0.082786885,0.006642488,0.009542396,0.009553039,0.00912656,0.087837126,0.090178532,0.089153627,0.081288891,0.005897423,0,0,1,1
BOLWARRA HEIGHTS,0.069253731,0.057197045,0.053702034,0.049260178,0.054071577,0.054071577,0.050550875,0.050550875,0.0314326,0.054707573,0.052192488,0.062093416,0.067495184,0.062947511,0.054807811,0.04974026,0.065772552,0.065150379,0.055052606,0.05,0.001477972,0.003371039,0.003072849,0.003997621,0.067921357,0.064472425,0.056135616,0.055064537,0.017057769,1,0,0.46335867,1
BOMADERRY,0.111044776,0.092134159,0.08876866,0.081426339,0.067686722,0.067686722,0.065845755,0.065845755,0.017260473,0.027468173,0.030516662,0.039152586,0.095140448,0.086020748,0.080374468,0.075025974,0.096178578,0.086020162,0.081661365,0.081762295,0.000570913,0.000949822,0.001139868,0.001624671,0.09569972,0.086766192,0.080534504,0.079280779,0.002678717,1,0,0.70694315,1
BONDI JUNCTION,0.094328358,0.093631463,0.090271516,0.082804889,0.064445021,0.064445021,0.059948153,0.057679844,0.024111468,0.01711078,0.009230514,0.008006302,0.083217094,0.079748548,0.074769828,0.06974026,0.084787801,0.076897442,0.073688932,0.074180328,0.000960048,0.000415747,0.000149684,8.35E-05,0.08347264,0.080107351,0.073978155,0.070984107,0.006050349,0,1,0.28946698,0
BONNELLS BAY,0.048358209,0.049710521,0.048191564,0.051557761,0.03656639,0.03656639,0.036941024,0.036941024,0.021967106,0.022384837,0.022236689,0.01171395,0.047466433,0.044511473,0.044011395,0.043896104,0.047813706,0.04357244,0.044531441,0.046721311,0.000828318,0.000661088,0.000647771,0.00016545,0.04752587,0.044117564,0.042400451,0.044693697,0.034703542,1,1,0.000453085,0
BONNY HILLS,0.060298507,0.0525554,0.050125238,0.04597923,0.030731328,0.030731328,0.031108231,0.031108231,0,0.002368795,0.002056432,0.005477677,0.045854665,0.041682641,0.03982701,0.037592208,0.045944332,0.040302424,0.03914852,0.039180328,0,2.29E-05,1.87E-05,4.33E-05,0.046119157,0.041774574,0.039122276,0.038403815,0.019730529,0,1,0.9695362,1
BONNYRIGG HEIGHTS,0.106029851,0.105609902,0.102294359,0.093833287,0.067038382,0.067038382,0.066753078,0.066753078,0.017891584,0.007764437,0.00894455,0.013446038,0.0943722,0.088769239,0.084472152,0.08025974,0.094203564,0.088144631,0.083679961,0.086065574,0.000602898,0.000116617,0.000142507,0.000213147,0.094674852,0.088877121,0.083019828,0.081421003,0.005458888,0,1,0.000491887,0
BONNYRIGG,0.104477612,0.091635057,0.088267709,0.082988696,0.064445021,0.06217583,0.059624109,0.059624109,0.01817117,0.016411533,0.012621695,0.013249138,0.088160261,0.078494108,0.073366087,0.070441558,0.08887562,0.077064067,0.071935405,0.073770492,0.000617317,0.000387365,0.000247177,0.000207423,0.088674281,0.078706436,0.071751813,0.0713276,0.002927061,1,1,3.31E-05,0
BOOROOMA,0.124776119,0.111599122,0.108305781,0.099347486,0.075466805,0.075466805,0.075826312,0.075826312,0.015686611,0.016267385,0.021621675,0.029628783,0.104363296,0.094646784,0.090912844,0.086363636,0.102930369,0.091143881,0.088247288,0.088934426,0.000494564,0.000381635,0.000616651,0.000947982,0.104845402,0.094539244,0.089185432,0.087035789,0.003535142,0,0,0,0
BOSSLEY PARK,0.031641791,0.025753643,0.02214207,0.020310633,0.028786307,0.028786307,0.029163966,0.029163966,0.021574066,0.03924622,0.051324747,0.065249681,0.035892282,0.032615437,0.02921019,0.028909091,0.037479331,0.034116471,0.03078868,0.037131148,0.000805155,0.001815959,0.002977538,0.004406267,0.036048604,0.032632539,0.027084128,0.02650179,0.006734997,0,1,0,0
BOTANY,0.394626866,0.329207427,0.326720769,0.299696719,0.29590249,0.27126556,0.267730914,0.244329229,0.146539716,0.153451705,0.162238194,0.117567566,0.377332343,0.322899701,0.302280831,0.272727273,0.382467757,0.323502458,0.29614224,0.285245902,0.023486651,0.024497243,0.027279557,0.014075144,0.380419825,0.325148377,0.302457736,0.274701756,0.000424351,0,1,0.000379443,0
BOURKELANDS,0.070567164,0.065082851,0.061617072,0.05652054,0.046291494,0.046291494,0.046662346,0.046662346,0.018687234,0.020058733,0.026223463,0.032777021,0.063095222,0.060339967,0.05658313,0.052441558,0.061730663,0.060818129,0.057784846,0.056967213,0.000644338,0.000546074,0.000867718,0.001151649,0.063300871,0.060862203,0.056699017,0.055381607,0.00707554,0,1,0.7058072,1
BOWRAL,0.089552239,0.078658415,0.07804729,0.071591765,0.054946836,0.054946836,0.052495139,0.052495139,0.013620908,0.019359755,0.011981239,0.01663099,0.072760317,0.068268168,0.065108583,0.061038701,0.070778523,0.066650004,0.06426882,0.063278689,0.000401753,0.000513612,0.000227015,0.000316474,0.073060323,0.068451304,0.064709122,0.063427001,0.01596362,1,0,0.99999917,1
BRADBURY,0.091343284,0.086045119,0.082657048,0.075820237,0.057313278,0.057313278,0.057679844,0.056059624,0.017706827,0.01607087,0.021008625,0.020328765,0.080203097,0.073773778,0.069794806,0.06438961,0.082031968,0.073860785,0.06838757,0.06557377,0.000593453,0.000373889,0.000586378,0.000461828,0.080553456,0.074265816,0.069875325,0.067271742,0.005458888,0,0,6.26E-07,0
BROKEN HILL,0.079701493,0.070672789,0.067227733,0.067548939,0.048884855,0.048884855,0.04860661,0.04860661,0.016740083,0.017491914,0.020405535,0.013055801,0.065482221,0.06259514,0.05893646,0.05774026,0.06398126,0.061442973,0.058926678,0.061393443,0.000545129,0.000431625,0.000557326,0.000201878,0.06565729,0.06263752,0.057353289,0.059027915,0.027887272,1,0,0.9674821,1
BRONTE,0.265671642,0.221401477,0.218515179,0.200441136,0.176496564,0.169605809,0.153596889,0.151652625,0.066879897,0.066007568,0.040968294,0.045227582,0.235747425,0.203881716,0.189959126,0.177142857,0.238287709,0.1985337,0.190114999,0.189344262,0.005477275,0.004807768,0.001955427,0.002150845,0.237614791,0.205192378,0.189429875,0.18288349,0.000827283,0,1,0,0
BROULEE,0.16360597,0.143541625,0.140366697,0.128756548,0.100675571,0.100675571,0.100324044,0.092028516,0.027370505,0.03395592,0.035333773,0.015890772,0.137223748,0.125497829,0.118492217,0.108571429,0.136459673,0.122677664,0.114264742,0.112295082,0.001177579,0.001392849,0.001488805,0.000290655,0.137914481,0.126241175,0.11831416,0.111014229,0.002457436,0,1,0,0
BUDGEWOI,0.327164179,0.272808944,0.270113215,0.247771345,0.264457988,0.224455394,0.224756967,0.224756967,0.139157188,0.119878405,0.149599693,0.181610245,0.305519935,0.263643795,0.251950787,0.233844156,0.29400147,0.263100891,0.246798793,0.233606557,0.021292618,0.015142269,0.02327707,0.033344751,0.307694061,0.264820068,0.2536303,0.24687884,0.00098945,1,0,0.020213753,0
BUFF POINT,0.127164179,0.113595528,0.110309588,0.107618785,0.080329357,0.080329357,0.074303305,0.074303305,0.020114017,0.022763791,0.013671352,0.005256178,0.109841908,0.099558832,0.093070063,0.089519481,0.108901341,0.096746647,0.092651497,0.093442623,0.00072177,0.000680843,0.000281982,4.04E-05,0.110418469,0.09987475,0.09140723,0.091633308,0.003813872,1,1,0,0
BULLI,0.044776119,0.036733879,0.03316301,0.030419998,0.029434647,0.025058351,0.023979261,0.023979261,0.011548623,0.013712972,0.013282195,0.017871617,0.037847821,0.031621751,0.02914826,0.027012987,0.03816829,0.031075564,0.029442949,0.028688525,0.000317083,0.000286935,0.000268823,0.000362201,0.038276581,0.031974806,0.029087836,0.028708071,0.021474356,0,1,0,0
BUNDANOON,0.086567164,0.083649431,0.081404669,0.074671446,0.068010892,0.068010892,0.068373299,0.068373299,0.036194708,0.050288597,0.058582834,0.069514465,0.081079193,0.077063483,0.075172371,0.06874026,0.075831343,0.073564942,0.072791779,0.064754098,0.001871477,0.002878146,0.003820807,0.004990006,0.081272129,0.076933369,0.073707813,0.066617785,0.005645691,0,1,0,0
BUNGENDORE,0.263283582,0.219405071,0.216511372,0.19860307,0.231068465,0.180822095,0.177900194,0.177900194,0.147942588,0.096741244,0.113790856,0.144741776,0.262723126,0.220696848,0.208847694,0.196753247,0.25335293,0.221861201,0.212951635,0.219672131,0.023915701,0.00999778,0.013659381,0.021252081,0.264766338,0.221087024,0.206400051,0.199595735,0.000579971,1,0,0.99999964,1
BURRADOO,0.12358209,0.102615292,0.099288648,0.091076188,0.081950207,0.081950207,0.082307194,0.076474401,0.026955581,0.046324451,0.054462752,0.052240789,0.115215759,0.101651914,0.094752488,0.085922078,0.117145875,0.103224194,0.095424517,0.094098361,0.001148723,0.002468973,0.003329284,0.002849848,0.116095723,0.102778331,0.095978046,0.091144492,0.00176197,0,0,0.1968767,0
BURRANEER,0.308656716,0.257336794,0.254583709,0.23352633,0.241441909,0.224325726,0.211665587,0.211665587,0.11255185,0.149733949,0.147742951,0.163090688,0.304538285,0.267209787,0.246191322,0.225558442,0.303463164,0.272931767,0.24997961,0.236721311,0.014275414,0.023351132,0.022715783,0.026931446,0.306787255,0.270008848,0.247832724,0.235279352,0.001000923,1,0,0.9997407,1
BURRILL LAKE,0.165373134,0.155520064,0.15238954,0.139784946,0.106587137,0.103345436,0.099805574,0.098509397,0.02998217,0.015351174,0.009770498,0.009642269,0.144156955,0.1314061,0.125655423,0.117792208,0.142200992,0.128134633,0.123847973,0.123360656,0.001366985,0.000346178,0.00016368,0.000116262,0.144850844,0.131640993,0.124320739,0.119733661,0.004091048,0,1,0.8201587,1
BURWOOD,0.071044776,0.067678179,0.064222022,0.058910027,0.045967324,0.045967324,0.046338302,0.042773817,0.017933635,0.014814193,0.01956029,0.013934985,0.061675128,0.058211648,0.054683952,0.049922078,0.060766122,0.057735566,0.053176739,0.051803279,0.000605057,0.000326172,0.000517823,0.000227694,0.061869969,0.058705739,0.05478618,0.051986313,0.004922071,0,0,0.99999994,1
BYRON BAY,0.066268657,0.060391296,0.057409077,0.052660601,0.038397951,0.038397951,0.0382372,0.0382372,0.008407337,0.011314865,0.010587562,0.013423611,0.054095476,0.050322067,0.047871682,0.044597403,0.053371303,0.049612597,0.047589919,0.046311475,0.00020485,0.000209821,0.000185957,0.000212491,0.054323817,0.05055154,0.047639169,0.046530062,0.011078295,1,0,0.9950144,1
CABRAMATTA WEST,0.079402985,0.077959673,0.074541629,0.068376068,0.049598029,0.049598029,0.049060272,0.048995463,0.016970156,0.007358022,0.009020102,0.012861933,0.06940843,0.06593632,0.062363239,0.058493506,0.070457468,0.065069149,0.062433733,0.062540984,0.000556463,0.000107544,0.000144388,0.000196393,0.069605437,0.06628788,0.061937735,0.060732168,0.007370944,0,1,0.000951648,0
CABRAMATTA,0.090149254,0.087642244,0.084260094,0.07729069,0.060879149,0.060879149,0.061244329,0.061244329,0.02634769,0.02067714,0.027448957,0.036074855,0.082883411,0.079255229,0.075905206,0.071038961,0.083409884,0.07981338,0.077563005,0.078688525,0.001107058,0.000575603,0.00094167,0.0013862,0.083072523,0.079573294,0.075886447,0.074815373,0.007370944,1,1,0,0
CALALA,0.054328358,0.050509084,0.04698928,0.043102656,0.03591805,0.03591805,0.036292936,0.036292936,0.017406177,0.016263504,0.022776767,0.03087635,0.047295711,0.046075999,0.04366046,0.040857143,0.047170678,0.045655253,0.04473534,0.045491803,0.000578228,0.000381481,0.000675718,0.001026324,0.047392025,0.046330245,0.043295531,0.042460994,0.024295248,1,0,0.9388854,1
CALLALA BAY,0.158206567,0.13156119,0.12834185,0.117726312,0.095889523,0.095889523,0.089760207,0.086843811,0.021967949,0.0337799,0.023625647,0.022860188,0.134309266,0.118368101,0.110172578,0.102337143,0.137378284,0.115846038,0.109371177,0.109016393,0.000828368,0.001379726,0.000720816,0.000577065,0.135303357,0.119312495,0.110008269,0.106125798,0.001760027,0,0,0.9999984,1
CAMBRIDGE PARK,0.289552239,0.241365542,0.238553251,0.218821799,0.221991701,0.206431535,0.174983798,0.165262476,0.13305464,0.14709862,0.065014066,0.046371528,0.273191466,0.232888876,0.207505883,0.190649351,0.274251332,0.221028076,0.203164505,0.198360656,0.019559955,0.022555331,0.004655428,0.002258164,0.275573347,0.236299202,0.208149319,0.197415877,0.000836728,0,0,0.9102066,1
CAMDEN SOUTH,0.088,0.088640447,0.085261998,0.078209723,0.059906639,0.059906639,0.060272197,0.05573558,0.020471603,0.01430193,0.019639282,0.011480844,0.080551508,0.075238203,0.072086206,0.066233766,0.080975565,0.07314838,0.070222657,0.069672131,0.000741804,0.000307621,0.000521455,0.000159487,0.08082772,0.07543014,0.071570071,0.067152841,0.038556604,0,1,0.99953675,1
CAMDEN,0.296716418,0.247354761,0.244564673,0.224335999,0.189963693,0.189315353,0.166882696,0.166882696,0.065444058,0.07947878,0.032893284,0.043406588,0.254994093,0.225009866,0.208228397,0.197272727,0.250045931,0.21665417,0.207242476,0.212295082,0.005267229,0.006851812,0.001306264,0.001985396,0.256725457,0.226420843,0.206604511,0.20362517,0.00056632,1,1,0,0
CAMERON PARK,0.062686567,0.065082851,0.061617072,0.05652054,0.053747407,0.053747407,0.053791316,0.047310434,0.032986079,0.039756628,0.0428209,0.034370141,0.066525175,0.063243502,0.059163536,0.052571429,0.066185927,0.060651504,0.058396542,0.056557377,0.001601436,0.00185972,0.002122623,0.001262247,0.066719203,0.063656162,0.059075296,0.052646876,0.006937609,0,1,4.47E-07,0
CAMMERAY,0.029253731,0.033240168,0.035367198,0.032441871,0.028332469,0.028332469,0.028710305,0.028710305,0.022811728,0.02350906,0.024642621,0.031468583,0.029428141,0.030705587,0.029726271,0.029168831,0.028752526,0.028284596,0.026710709,0.027704918,0.000879124,0.000720525,0.000776728,0.001064601,0.02934643,0.030756595,0.028942442,0.030451957,0.021088144,1,1,2.93E-05,0
CAMPBELLTOWN,0.026626866,0.022759034,0.019136359,0.023067733,0.019709544,0.019709544,0.020090732,0.020090732,0.011452972,0.018714173,0.025777567,0.023588975,0.023386923,0.021043581,0.019445935,0.020519481,0.023883888,0.019620095,0.018432428,0.019672131,0.000313379,0.000484491,0.000841551,0.000612611,0.023495551,0.021198108,0.018728532,0.022630891,0.029787496,1,0,0.99997693,1
CANLEY HEIGHTS,0.105373134,0.092810541,0.08944755,0.082049076,0.070280083,0.066714212,0.064808814,0.064808814,0.027081747,0.030822923,0.027635948,0.033024541,0.090980986,0.083508711,0.076870815,0.074072104,0.090299467,0.083562443,0.075116222,0.079508197,0.001157461,0.001168473,0.000953217,0.0011685,0.091421676,0.084186148,0.076137833,0.078009539,0.003813872,1,0,0.56296176,1
CANLEY VALE,0.155820896,0.12956678,0.126340046,0.115890084,0.095032158,0.09310166,0.090084251,0.088982502,0.020885984,0.033457926,0.031273809,0.033336698,0.131996112,0.117579072,0.110007844,0.102,0.132004409,0.117428976,0.109656635,0.106885246,0.000765335,0.001355881,0.001191661,0.001189926,0.132840796,0.118189515,0.109004416,0.103153528,0.001592468,0,0,0.9922551,1
CANOWINDRA,0.12,0.104611699,0.101292456,0.092914254,0.080653527,0.080653527,0.081011017,0.066753078,0.030252869,0.042570089,0.051218348,0.01364837,0.102195131,0.094054801,0.088807233,0.078961039,0.100174536,0.089186037,0.083679961,0.082786885,0.001387385,0.002110221,0.002965954,0.000219109,0.102679177,0.094706769,0.089335369,0.080496215,0.004128169,0,1,0.99233186,1
CARDIFF SOUTH,0.07641791,0.070423238,0.066977257,0.061437368,0.051478216,0.051478216,0.051847051,0.051847051,0.020568881,0.025142781,0.033715763,0.037687518,0.069369242,0.064772791,0.061506544,0.056298701,0.070319677,0.063984004,0.062066716,0.058196721,0.000747298,0.000811373,0.001366461,0.001508796,0.069643095,0.064906416,0.060517874,0.055427847,0.00786871,0,1,0.9377583,1
CARDIFF,0.162029851,0.146536235,0.143372408,0.131513648,0.111125519,0.111125519,0.11147116,0.106286455,0.043200384,0.049091202,0.062268266,0.05544328,0.145646889,0.135676834,0.129371207,0.117792208,0.14288995,0.135966008,0.127518147,0.120901639,0.002531489,0.002751264,0.004289041,0.003201674,0.146224882,0.136410398,0.129795722,0.121385069,0.003245157,0,1,0,0
CARINGBAH SOUTH,0.007283582,0.005390297,0.001703236,0.001562356,0.007650415,0.007131743,0.004536617,0.002462735,0.011784461,0.021202041,0.016812661,0.014942484,0.01005822,0.006665445,0.002601049,0.001142857,0.011298916,0.006831625,0.002038985,0,0.000326293,0.000601262,0.000399216,0.000259175,0.010337888,0.007604515,0.003180488,0.002681886,0.036599367,0,0,1.30E-05,0
CARINGBAH,0.105671642,0.111599122,0.108305781,0.099347486,0.690417531,0.092323651,0.092676604,0.092676604,1,0.059118568,0.065651523,0.083606738,0.18972411,0.106317303,0.101296396,0.096883117,0.119924674,0.10126635,0.098156757,0.100819672,1,0.003901706,0.004742629,0.007176937,0.197511594,0.106815798,0.100694255,0.102030571,0.003784435,1,0,1,1
CARLINGFORD,0.065671642,0.066480335,0.063019738,0.057807187,0.042920124,0.042920124,0.042773817,0.040699935,0.016269281,0.01044439,0.01136622,0.009433982,0.058268456,0.055871906,0.052351265,0.048415584,0.05814808,0.054486378,0.051300873,0.050655738,0.000522261,0.000184654,0.000208421,0.00011179,0.058475621,0.056350269,0.05224179,0.050480229,0.024047602,0,0,0.000331223,0
CASINO,0.313432836,0.261329607,0.258591324,0.237202463,0.209673237,0.207371629,0.200388853,0.200388853,0.06661085,0.091879778,0.103128976,0.131606871,0.280361852,0.253171337,0.240318319,0.22687013,0.281140915,0.253624094,0.243842264,0.251844262,0.005437608,0.009051964,0.01128774,0.017599087,0.281822105,0.253499194,0.237630173,0.230833763,0.00056632,1,0,1.79E-07,0
