suburb,min12,min6,min4,min3,max12,max6,max4,max3,std12,std6,std4,std3,mean12,mean6,mean4,mean3,med12,med6,med4,med3,var12,var6,var4,var3,linreg12,linreg6,linreg4,linreg3,dist_syd_cbd,pprev_up2,prev_up2,Ypred2,Threshold
COORANBONG,0.182089552,0.154721501,0.151588017,0.13904972,0.109634336,0.109634336,0.106156837,0.104666235,0.025376463,0.032698377,0.030120627,0.031237406,0.152355473,0.138411231,0.130403369,0.121220779,0.152994672,0.13784054,0.129557132,0.12704918,0.001042,0.001300446,0.00111323,0.001049577,0.153169795,0.139169503,0.130004725,0.125004954,0.001151216,0,0,0.9999645,1
COOTAMUNDRA,0.085373134,0.083599521,0.080202385,0.073568606,0.059906639,0.059906639,0.058327933,0.058327933,0.028809052,0.021449789,0.022969274,0.031786298,0.078704611,0.075372104,0.070630858,0.06674026,0.080699982,0.073981505,0.070630454,0.072131148,0.001280246,0.000613563,0.00068582,0.001085424,0.078855957,0.075535827,0.069059757,0.066472461,0.014092671,0,1,0.999973,1
COPACABANA,0.081313433,0.071371531,0.067929065,0.062310449,0.049792531,0.049792531,0.050162022,0.050162022,0.013791325,0.017852192,0.024261378,0.029929533,0.069093759,0.06384958,0.060381487,0.056,0.069171413,0.063525785,0.060517087,0.058606557,0.000409092,0.0004469,0.000755527,0.000966584,0.069417506,0.064349873,0.060633735,0.059477098,0.004701452,1,0,0.017484158,0
CORDEAUX HEIGHTS,0.373134328,0.311239768,0.308686504,0.283154122,0.273858921,0.273858921,0.255994815,0.241218406,0.112131134,0.16960992,0.163063851,0.145405443,0.353826396,0.315583244,0.292597333,0.265246753,0.355089105,0.317753895,0.291738031,0.280327869,0.014175636,0.029797319,0.027552073,0.021445791,0.356380081,0.318829483,0.29656689,0.279537077,0.000810954,0,0,2.29E-05,0
CORLETTE,0.104238806,0.106658016,0.109307685,0.10026652,0.079356846,0.077408584,0.076798445,0.076150356,0.046226847,0.032976894,0.026144947,0.028139898,0.102649522,0.096809635,0.093968044,0.087142857,0.102471064,0.0962676,0.093263192,0.090163934,0.002846488,0.001320641,0.000863082,0.000858549,0.10286359,0.097142348,0.094037948,0.090999168,0.007462026,0,0,0.000633538,0
COROWA,0.104477612,0.097624276,0.09427913,0.086481022,0.07157028,0.07157028,0.071931303,0.068891769,0.02772993,0.027549646,0.037083234,0.035415219,0.092792249,0.088922873,0.08480038,0.077558442,0.090437259,0.088352912,0.084332436,0.081393443,0.001202849,0.000954868,0.001626937,0.001337549,0.093058307,0.089433327,0.085079876,0.08065475,0.003535142,0,0,0.999998,1
CORRIMAL,0.265671642,0.221401477,0.218515179,0.200441136,0.170643154,0.168827801,0.169151005,0.169151005,0.05725143,0.068520686,0.08394755,0.107671263,0.229634171,0.197863224,0.193055613,0.182077922,0.228780085,0.191452137,0.186444825,0.182786885,0.004146359,0.005161756,0.007589401,0.011827414,0.231440632,0.19800454,0.192882976,0.191074472,0.000620999,1,0,0.00179857,0
COWRA,0.130746269,0.114593731,0.111311492,0.102104586,0.078060166,0.073845954,0.071937784,0.071937784,0.014391488,0.010332206,0.005446981,0.009980812,0.108107531,0.095887129,0.090665125,0.085714286,0.107293772,0.093559943,0.088981323,0.089344262,0.000435393,0.00018152,6.79E-05,0.000123715,0.108803948,0.096230236,0.089744289,0.088290859,0.003809168,1,0,0.022793174,0
CRANEBROOK,0.12238806,0.112597325,0.109307685,0.10026652,0.078708506,0.075466805,0.075826312,0.075826312,0.01995213,0.016233961,0.018661142,0.026432321,0.106307295,0.096746913,0.092399158,0.087376623,0.105869925,0.093726568,0.09077563,0.091311475,0.000712783,0.000380312,0.000477359,0.000761426,0.106818172,0.09702851,0.091616233,0.090457506,0.003477806,1,0,0.8726858,1
CREMORNE,0.036776119,0.03084448,0.027251778,0.024997702,0.024896266,0.024896266,0.025275437,0.023460791,0.013216836,0.025297231,0.032983612,0.032202612,0.030215788,0.027710436,0.026320135,0.022675325,0.028063568,0.02545197,0.025446538,0.020491803,0.00038458,0.000820236,0.001312809,0.001113014,0.030349622,0.027933966,0.026043654,0.02189106,0.040394039,0,0,1,1
CRESTWOOD,0.264477612,0.220403274,0.217513275,0.199522103,0.178552905,0.176607884,0.153920933,0.153920933,0.0632273,0.077551807,0.044282849,0.05829825,0.231900112,0.203712578,0.190062343,0.179350649,0.223498071,0.199158544,0.190522796,0.194262295,0.004950911,0.006537342,0.002259374,0.003532573,0.233583956,0.205138411,0.189111826,0.186054193,0.000605576,1,1,0,0
CROMER,0.057313433,0.052106209,0.048592325,0.044573109,0.038770747,0.038770747,0.039144524,0.039144524,0.019020488,0.022951363,0.028107191,0.035559306,0.048661484,0.04730225,0.046323438,0.042805195,0.04730847,0.045696909,0.04754914,0.046721311,0.000662065,0.000690726,0.000982623,0.001348102,0.048759228,0.047462445,0.046544172,0.045644908,0.03960032,0,1,1.19E-07,0
CRONULLA,0.071044776,0.06168896,0.0582106,0.056152927,0.042401452,0.042401452,0.040829553,0.040829553,0.012575588,0.016130421,0.013986703,0.015313508,0.05871466,0.052968371,0.048656125,0.047142857,0.05814808,0.051070566,0.047182122,0.04795082,0.000357987,0.000376228,0.000292866,0.000271278,0.059034984,0.053275228,0.047262054,0.047600174,0.00811028,1,1,0,0
CROOKWELL,0.194029851,0.161509283,0.158400962,0.145299145,0.125129668,0.124668568,0.125008944,0.118833441,0.044508383,0.056343859,0.071861857,0.063863124,0.170001789,0.151949146,0.144595351,0.131522078,0.172285504,0.15396151,0.142957344,0.136065574,0.002665416,0.003563387,0.0056344,0.0042243,0.171025196,0.152437202,0.143876779,0.131803469,0.001314192,0,0,1,1
CROWS NEST,0.113552239,0.109003793,0.105700832,0.103023619,0.092971992,0.092971992,0.072585872,0.072585872,0.05396274,0.061518294,0.016307573,0.010679403,0.110925447,0.100985933,0.089565873,0.086305195,0.105812511,0.093674498,0.08868567,0.089569672,0.003733569,0.004206631,0.000379044,0.000139816,0.111442304,0.102026154,0.087916644,0.088399852,0.004517076,1,1,2.60E-05,0
CROYDON PARK,0.11761194,0.100618886,0.097284841,0.089238121,0.070022238,0.067686722,0.062216461,0.062216461,0.015397555,0.017280926,0.003864151,0.008006302,0.094973785,0.085513334,0.079497131,0.075194805,0.092320412,0.082104474,0.078745616,0.079918033,0.000481072,0.000422799,4.21E-05,8.35E-05,0.095537946,0.086034816,0.078517166,0.077127343,0.00372117,1,0,0.99888724,1
CROYDON,0.498507463,0.416051108,0.413886384,0.379652605,0.481976141,0.481976141,0.420609203,0.410239793,0.359304427,0.492112686,0.456945522,0.500567882,0.587909029,0.531065005,0.471120102,0.423896104,0.603114091,0.536365909,0.498001794,0.481147541,0.1328045,0.24400236,0.210548844,0.251177897,0.592806404,0.541082437,0.481716737,0.455167585,0.000114104,0,1,1,1
CULBURRA BEACH,0.100895522,0.118586544,0.115319106,0.105780719,0.079356846,0.079356846,0.077122489,0.076474401,0.048071634,0.016308913,0.014055809,0.015857561,0.105729069,0.102173423,0.096465877,0.090155844,0.108947272,0.101058069,0.095546856,0.094344262,0.003047338,0.000383281,0.000295278,0.000289522,0.105812489,0.102505119,0.095305599,0.091223759,0.007100714,0,1,0.002993226,0
CULCAIRN,0.135402985,0.125573967,0.137360986,0.125999449,0.091351141,0.091351141,0.09073234,0.09073234,0.036932757,0.0323499,0.012336262,0.015778646,0.122226986,0.115605796,0.113145617,0.107688312,0.12543634,0.114346413,0.110961586,0.113606557,0.001936458,0.001275396,0.000238091,0.000286839,0.122601772,0.115451772,0.111771441,0.110723581,0.00278336,1,1,0,0
CUMBALUM,0.127164179,0.112597325,0.109808636,0.100726036,0.074170124,0.068659232,0.069021387,0.068178872,0.008570051,0.000513665,0,0.000304369,0.10276084,0.091968766,0.088435655,0.083298701,0.101644314,0.089894193,0.087023897,0.087704918,0.000210187,4.02E-06,0,8.35E-07,0.103349898,0.092040984,0.087472511,0.085331537,0.00323574,0,0,2.98E-08,0
CURRANS HILL,0.010746269,0.00938311,0.005710851,0.007444169,0.0093361,0.0093361,0.003240441,0.003240441,0.006776741,0.016795286,0.00405662,0.00318494,0.007913335,0.007315217,0.003984146,0.004545455,0.008083777,0.005456969,0.003955632,0.004508197,0.000154247,0.000402821,4.49E-05,1.79E-05,0.008003713,0.007940015,0.003580321,0.005456251,0.016731564,1,0,2.80E-05,0
DALMENY,0.157373134,0.133060491,0.129846709,0.1191067,0.094139004,0.094139004,0.094491251,0.093130266,0.021421108,0.029593636,0.037453634,0.039454366,0.12785304,0.117170322,0.114508072,0.105896104,0.126125299,0.113346663,0.114346301,0.111065574,0.000796222,0.001085759,0.001656963,0.001649071,0.128442336,0.117213597,0.114452138,0.109640257,1,0,0,1,1
DAPTO,0.134089552,0.111399481,0.1081054,0.09916368,0.088641079,0.084154564,0.082955282,0.079714841,0.02872763,0.041608987,0.045488164,0.042595018,0.118713225,0.104104415,0.097023244,0.088519481,0.119740952,0.105473632,0.095913873,0.090983607,0.001274327,0.00202288,0.002375312,0.00191379,0.119597895,0.105195639,0.097895426,0.093284716,0.001949176,0,0,0.99999845,1
DARLINGHURST,0.061492537,0.053703334,0.050195371,0.054774377,0.058285788,0.058285788,0.056869734,0.056869734,0.055658756,0.072559566,0.072804757,0.071792045,0.061500527,0.058895247,0.053187317,0.054922078,0.055897483,0.05202866,0.049302667,0.053442623,0.003943792,0.005756927,0.005776492,0.005316612,0.061539031,0.058954216,0.049331643,0.052045764,0.01477164,1,1,0,0
DEAN PARK,0.093731343,0.090237572,0.086865044,0.079680176,0.0625,0.0625,0.059786131,0.059786131,0.023317144,0.020526446,0.019098985,0.023282663,0.081066847,0.07775413,0.073293836,0.068272727,0.080240676,0.076064317,0.072261643,0.069672131,0.000910197,0.000568337,0.000496863,0.000597542,0.081268474,0.077967752,0.072240245,0.068612685,0.04345462,0,1,0.99874353,1
DEE WHY,0.104955224,0.087043322,0.083658952,0.07673927,0.070280083,0.070280083,0.070317563,0.070317563,0.032070846,0.043571978,0.0521707,0.067711767,0.091923897,0.086105317,0.080983444,0.077168831,0.091952967,0.085728568,0.082130332,0.08704918,0.001528122,0.00220322,0.003070437,0.004738836,0.09225431,0.08653177,0.079962016,0.079637483,0.004830362,1,0,0.88326466,1
DENHAM COURT,0.158208955,0.131563186,0.128343853,0.11772815,0.096213693,0.095176349,0.092676604,0.087589112,0.020377058,0.031888392,0.030750098,0.026233043,0.133878737,0.118967413,0.111752199,0.103155844,0.134025354,0.117658085,0.110655738,0.110655738,0.000736483,0.001242592,0.001155715,0.000750471,0.134768571,0.119648894,0.111405685,0.105789175,0.001425317,0,0,0.999998,1
DENILIQUIN,0.12238806,0.110600918,0.107303877,0.098428453,0.092971992,0.092971992,0.093324692,0.076474401,0.049900995,0.055704679,0.073698749,0.033003911,0.113022762,0.102356656,0.098922423,0.086753247,0.113724049,0.098517037,0.093467091,0.090163934,0.003253122,0.003487617,0.005912845,0.001167091,0.113571986,0.103067283,0.100557948,0.090140436,0.004335526,0,0,0.98553556,1
DENISTONE,0.00758209,0.005639848,0.001953712,0.001792115,0.012577801,0.003501037,0.003888529,0.003888529,0.014124821,0.008382251,0.012342516,0.01825474,0.007498172,0.004221402,0.002714587,0.002454545,0.006568069,0.00366575,0.002569122,0.002131148,0.000423619,0.000131037,0.000238288,0.000376942,0.007761683,0.00449788,0.002299039,0.002351605,0.022745397,0,0,0.9814429,1
DOONSIDE,0.432835821,0.39808345,0.395852119,0.363110008,0.429460581,0.429460581,0.31367466,0.31367466,0.321004187,0.42077179,0.18168661,0.225004726,0.436649666,0.394965327,0.346641344,0.330649351,0.407633658,0.356994085,0.326727021,0.323770492,0.106551463,0.178830922,0.034058316,0.051052394,0.439507051,0.400199456,0.33777693,0.324904549,0.001737183,0,0,1,1
DORA CREEK,0.024477612,0.020762627,0.020388739,0.018702325,0.020357884,0.020357884,0.02073882,0.02073882,0.012127288,0.024679775,0.026631745,0.035148482,0.021155669,0.019069882,0.019331778,0.01910961,0.021288811,0.016881196,0.017289373,0.018296721,0.000339876,0.000785088,0.000892025,0.001318122,0.021220938,0.018771434,0.01790106,0.017794776,0.022459747,0,1,0.9569744,1
DORRIGO,0.136119403,0.121581154,0.118324817,0.108537818,0.082728216,0.080005187,0.079714841,0.079714841,0.014381248,0.013913446,0.01492012,0.021183992,0.113768505,0.103286914,0.098509558,0.092727273,0.112759508,0.101058069,0.096729467,0.095901639,0.000434938,0.000293899,0.000326239,0.00049933,0.114370182,0.10358335,0.097922687,0.096217616,0.004867278,1,0,0.000249565,0
DOVER HEIGHTS,0.17038806,0.141744859,0.13856327,0.127102288,0.103799274,0.103799274,0.097472456,0.097472456,0.017065316,0.033179753,0.029898598,0.035429898,0.14237175,0.127642076,0.120617439,0.112493506,0.141695756,0.126049738,0.120991355,0.119262295,0.000561181,0.001335446,0.001098433,0.001338622,0.143303001,0.128428052,0.120530051,0.117276366,0.001655181,1,0,7.70E-05,0
DRUMMOYNE,0.045850746,0.038730285,0.035166817,0.032258065,0.030731328,0.030731328,0.031108231,0.031108231,0.016070159,0.02210602,0.027071731,0.036890404,0.038371626,0.037562722,0.033834276,0.032,0.035871762,0.037115721,0.033398581,0.033770492,0.000512721,0.000646735,0.000918589,0.00144755,0.038469547,0.037921385,0.032904422,0.031958041,0.00783476,0,0,1,1
DUBBO,0.397253731,0.401078059,0.39885783,0.365867108,0.392245851,0.34776971,0.329228775,0.316007777,0.273364334,0.201260487,0.206340488,0.201097074,0.439939937,0.402322828,0.381445853,0.347688312,0.444469961,0.39540115,0.384471087,0.372131148,0.077924837,0.041681169,0.043731067,0.040831839,0.44167539,0.40480471,0.386211221,0.366757824,0.000700103,0,0,1,1
DULWICH HILL,0.13921791,0.125973248,0.122733193,0.112581564,0.101387448,0.101387448,0.089760207,0.088788075,0.040900275,0.049864479,0.036602379,0.04065401,0.128262384,0.11701246,0.109326617,0.101272727,0.126768326,0.113554945,0.109982873,0.107786885,0.002304144,0.002832879,0.001588365,0.001747864,0.129018327,0.117825457,0.109654145,0.106178907,0.001763505,0,0,0.04308203,0
DUNDAS VALLEY,0.119283582,0.12357756,0.120328624,0.110375885,0.090378631,0.090378631,0.09073234,0.085662735,0.045275325,0.035229015,0.040150077,0.036089975,0.115636945,0.108978068,0.107629247,0.098747429,0.11625023,0.105640257,0.106996819,0.105737705,0.00274551,0.001489592,0.001883753,0.001387325,0.115970419,0.109035575,0.108186031,0.103289974,0.041054603,0,0,1,1
DUNGOG,0.025074627,0.025753643,0.025648733,0.023527249,0.014393154,0.014231068,0.014614388,0.014517174,0.006670935,0.00538802,0.000431345,0.002802173,0.021629266,0.020176749,0.01941497,0.01825974,0.022827485,0.01978672,0.019166463,0.019180328,0.000151145,6.82E-05,3.23E-06,1.47E-05,0.021699734,0.02030258,0.01911019,0.019262019,0.022643495,0,1,0.007428169,0
DURAL,0.391044776,0.334697544,0.332231239,0.304751402,0.26964471,0.253630705,0.253920933,0.253920933,0.103436181,0.085758595,0.110516,0.137318585,0.34795978,0.309184191,0.299533463,0.280467532,0.340161676,0.304757144,0.297161732,0.293032787,0.01219152,0.007927802,0.012906897,0.019145296,0.350064484,0.309617852,0.300224452,0.294505436,0.001100794,1,0,0,0
EAGLE VALE,0.01361194,0.010680775,0.012623986,0.011579818,0.009206432,0.009206432,0.009591704,0.009591704,0.005722017,0.014355536,0.008937028,0.014314683,0.010772923,0.010211704,0.010466124,0.010077922,0.010770715,0.009830876,0.009950249,0.010245902,0.000124303,0.000309538,0.000142321,0.000239321,0.010807299,0.010270188,0.010309325,0.011388107,0.022935349,1,0,0.99999607,1
EARLWOOD,0.231044776,0.192453584,0.189459974,0.173789174,0.178228734,0.178228734,0.141283215,0.138042774,0.096462731,0.130270787,0.059431515,0.065326512,0.221521013,0.193423352,0.17158664,0.158961039,0.219019842,0.181871199,0.173395318,0.17295082,0.010707741,0.017798893,0.003926241,0.004416462,0.223242503,0.196250586,0.172118932,0.166105188,0.001346795,0,0,0.23759842,0
EAST ALBURY,0.179701493,0.189458974,0.192465685,0.176546273,0.137707469,0.137707469,0.138042774,0.138042774,0.083397822,0.050101967,0.041740911,0.055165733,0.168477027,0.168010374,0.168077288,0.158701299,0.172377365,0.164375573,0.167278362,0.169672131,0.008185436,0.002858183,0.002024326,0.003170373,0.168329149,0.166667229,0.165076423,0.158574769,0.043148312,0,1,0.99969697,1
EAST BALLINA,0.391044776,0.326212817,0.323715059,0.29693962,0.293309129,0.293309129,0.293583927,0.293583927,0.162661719,0.192487716,0.250215494,0.307289137,0.365699309,0.326224841,0.312167128,0.28961039,0.366204299,0.330042489,0.300628008,0.278688525,0.028650833,0.038188019,0.063930581,0.094945737,0.368018527,0.328199645,0.315967868,0.310372161,0.000336626,1,0,0.9999999,1
EAST GOSFORD,0.100298507,0.093431823,0.090672277,0.083172503,0.06217583,0.060554979,0.060920285,0.060920285,0.015533887,0.010460036,0.012203309,0.017000334,0.086111602,0.077803462,0.075058833,0.071532468,0.08639537,0.076064317,0.073485034,0.075409836,0.000487415,0.000185093,0.000233914,0.000329766,0.08650736,0.077712529,0.073523799,0.072199543,0.006512548,0,1,0.9977503,1
EAST KEMPSEY,0.272955224,0.248685766,0.245900611,0.225561437,0.19216805,0.183415456,0.183732988,0.170771225,0.079905572,0.062121252,0.076645949,0.049277371,0.248369581,0.22325272,0.215006276,0.196580104,0.246922653,0.21865367,0.20948536,0.204098361,0.007568115,0.004285044,0.006373597,0.002542514,0.249599488,0.223732954,0.215282709,0.201423302,0.000667004,0,1,6.26E-05,0
EAST LINDFIELD,0.195820896,0.16350569,0.160404769,0.147137212,0.12098029,0.1156639,0.116007777,0.116007777,0.031508155,0.03496452,0.043609877,0.054748699,0.161110405,0.14487371,0.138154907,0.129194805,0.162479331,0.1450679,0.135082783,0.130655738,0.001483867,0.001469228,0.002195897,0.00312363,0.162020351,0.145485424,0.138155862,0.135164414,1,1,0,0,0
EAST LISMORE,0.110447761,0.092333799,0.088969041,0.081610146,0.067005965,0.067005965,0.067368762,0.067368762,0.016153529,0.024752879,0.031500089,0.041698386,0.087842098,0.080967751,0.078103712,0.074454545,0.084764836,0.078771974,0.076135715,0.077868852,0.000516706,0.00078921,0.001207361,0.001836208,0.088251535,0.081123745,0.077833361,0.078983526,0.00707554,1,0,0.60025954,1
EAST MAITLAND,0.184477612,0.153523657,0.150385733,0.13794688,0.108532158,0.104966286,0.105314323,0.105314323,0.01899368,0.023305164,0.027166884,0.036946033,0.150010379,0.133456898,0.127213988,0.12038961,0.150698144,0.130863118,0.12427616,0.124590164,0.000660631,0.000709559,0.000924384,0.001451783,0.15090948,0.133503444,0.125129491,0.121385069,0.001949176,0,0,0.8726667,1
EAST RYDE,0.05480597,0.050209623,0.046688709,0.051557761,0.034621369,0.034621369,0.03499676,0.03499676,0.014864231,0.017114103,0.02067586,0.005583485,0.048382122,0.045004792,0.0427728,0.042727273,0.049421275,0.045655253,0.043919746,0.045491803,0.000456609,0.000415884,0.000570259,4.47E-05,0.048523646,0.044966433,0.04149174,0.044429472,0.025912332,1,0,1.64E-05,0
EAST TAMWORTH,0.082985075,0.068676383,0.065223925,0.05982906,0.054071577,0.054071577,0.053791316,0.047958522,0.02056885,0.032470613,0.036162904,0.029312353,0.070832016,0.06551277,0.060732422,0.054545455,0.070778982,0.063567441,0.06002773,0.059016393,0.000747296,0.001284046,0.001553513,0.000928605,0.071189726,0.066154422,0.060483798,0.054734255,0.004701452,0,1,0.24519491,0
EASTWOOD,0.086567164,0.076662008,0.073239154,0.067181325,0.058609959,0.058609959,0.050550875,0.050356448,0.019121781,0.028301793,0.015922869,0.019375878,0.07498364,0.06927609,0.062838033,0.058493506,0.076060996,0.067191535,0.062963869,0.061885246,0.000667497,0.001002068,0.000364019,0.000421762,0.075360823,0.070044602,0.062146739,0.059516732,0.004466234,0,0,0.20130733,0
EDEN,0.075820896,0.079656618,0.076244865,0.071592684,0.059906639,0.059258299,0.049902787,0.049902787,0.036131228,0.027566968,0.009089485,0.009045516,0.073245399,0.069557986,0.062961893,0.060467532,0.07390226,0.066483379,0.062392953,0.064754098,0.001865938,0.000955942,0.000146124,0.000103682,0.073411062,0.0700907,0.061619686,0.061524844,0.02994917,1,1,0.9999995,1
EDENSOR PARK,0.067462687,0.05569974,0.059212504,0.054314861,0.041104772,0.041104772,0.041477641,0.040181465,0.01279855,0.02103763,0.015182403,0.015759299,0.056188756,0.051206517,0.050514017,0.046623377,0.056586441,0.050445722,0.050036702,0.048770492,0.000367142,0.000593166,0.000335928,0.000286183,0.056447574,0.051189597,0.050010905,0.047402005,0.04226076,0,0,1,1
EDGEWORTH,0.117253731,0.105310441,0.101993788,0.093557577,0.072225104,0.072225104,0.072585872,0.067401167,0.014902254,0.016829817,0.023045547,0.014532423,0.098162996,0.090502904,0.087011271,0.080077922,0.098612897,0.088144631,0.08514803,0.084918033,0.000458334,0.000404226,0.000689842,0.000246118,0.098600209,0.090817714,0.087040874,0.082993143,0.00323574,0,0,1.10E-06,0
EDMONDSON PARK,0.034865672,0.033739269,0.030157299,0.031339031,0.022951245,0.022951245,0.023331173,0.023331173,0.00867093,0.012132339,0.015882369,0.013630273,0.030456351,0.028090996,0.026691714,0.026779221,0.030360096,0.026660002,0.026221352,0.02795082,0.000213522,0.000234825,0.000362455,0.000218572,0.030604418,0.028048647,0.025521146,0.027294466,0.014181841,1,0,0.9909204,1
EGLINTON,0.184477612,0.153523657,0.150385733,0.13794688,0.143218361,0.135762448,0.124432923,0.124432923,0.083810126,0.103547439,0.094960915,0.10508394,0.183570371,0.156311665,0.141282358,0.128883117,0.183768143,0.160209948,0.140037517,0.127213115,0.008259902,0.011400781,0.009623546,0.01127198,0.185224683,0.158790177,0.143440016,0.137885934,0.001314192,1,0,0.99908674,1
ELANORA HEIGHTS,0.161791045,0.134557796,0.131349564,0.12048525,0.111773859,0.108532158,0.108878808,0.108878808,0.051961534,0.062436328,0.073502007,0.090381793,0.142108296,0.127995151,0.127616531,0.118441558,0.141787617,0.125635258,0.130576625,0.129508197,0.003492798,0.004326306,0.005882702,0.008369367,0.142745301,0.127930705,0.128818858,0.126603517,0.040110595,1,0,0,0
ELDERSLIE,0.090746269,0.080654821,0.090772468,0.083264406,0.070280083,0.070280083,0.070641607,0.070641607,0.04007312,0.050194664,0.045091989,0.05047957,0.084132783,0.080072729,0.080859585,0.078831169,0.083180231,0.076397567,0.078786396,0.086065574,0.002224933,0.002868089,0.002336886,0.002665081,0.084160174,0.079125811,0.078748887,0.079967765,0.011070365,1,0,0.72520244,1
ELEEBANA,0.111641791,0.109602715,0.106301974,0.09750942,0.097380705,0.097380705,0.077122489,0.077122489,0.057675508,0.073391852,0.029198022,0.037199646,0.100925583,0.100073293,0.09177986,0.087792208,0.096454161,0.092893443,0.089960036,0.093442623,0.004201137,0.005883598,0.001052383,0.00147116,0.101125209,0.101246994,0.091125529,0.092254238,0.027887272,1,0,0.00044179,0
ELERMORE VALE,0.079164179,0.067678179,0.064222022,0.064424226,0.045967324,0.045967324,0.046338302,0.046338302,0.008500991,0.014969723,0.01786422,0.013263585,0.061923451,0.057182725,0.055550968,0.05425974,0.059939372,0.055652753,0.054889487,0.056065574,0.000207916,0.000331908,0.000442838,0.000207841,0.062163319,0.056977645,0.053963797,0.05509096,0.02491122,1,0,0.9361454,1
EMERALD BEACH,0.165373134,0.171491316,0.175433323,0.160922709,0.121498963,0.121498963,0.12184057,0.12184057,0.065840624,0.031789865,0.028059379,0.037126661,0.15623551,0.149694142,0.14810495,0.140584416,0.160343561,0.146046822,0.144951472,0.14692623,0.005324836,0.001235643,0.000979619,0.001465571,0.156433006,0.148893828,0.145732239,0.142159777,0.00278336,1,0,0,0
EMU HEIGHTS,0.175522388,0.146037133,0.142871456,0.131054131,0.121369295,0.121369295,0.096241089,0.095593001,0.051673602,0.071804233,0.019469334,0.021066651,0.1488906,0.132625303,0.119803063,0.111857143,0.14201727,0.125635258,0.118403882,0.116106557,0.003458804,0.005643159,0.000513657,0.000494098,0.149976537,0.133970603,0.119252404,0.115393762,0.001428422,0,0,0.89634466,1
EMU PLAINS,0.445134328,0.404072669,0.401863541,0.368624207,0.378565871,0.371109959,0.371354504,0.337329877,0.250085473,0.251920472,0.305644503,0.276481034,0.443812214,0.408651407,0.410945048,0.367922078,0.439601323,0.3964009,0.415015088,0.406557377,0.065560986,0.064841857,0.094914928,0.076929612,0.445193654,0.408805074,0.419447322,0.391291137,0.000353874,0,0,1,1
ENGADINE,0.671641791,0.59273308,0.591223324,0.632386729,0.575985477,0.575985477,0.547675956,0.547675956,0.392667589,0.445719936,0.46541919,0.342599575,0.692652956,0.638335682,0.597263532,0.599237403,0.70599853,0.629675914,0.595057499,0.635245902,0.158025839,0.200472637,0.218369295,0.117923742,0.695071942,0.636826288,0.571551533,0.588741892,1.33E-05,1,1,0,0
ENMORE,0.066985075,0.055300459,0.051798417,0.047514015,0.041428942,0.041428942,0.041801685,0.041801685,0.009972593,0.022274442,0.029135943,0.037499475,0.055928794,0.04915572,0.047252384,0.045688312,0.056081205,0.047029909,0.046407308,0.049836066,0.000258347,0.000655387,0.00104835,0.001494234,0.056289745,0.049191101,0.046494193,0.047798343,0.010713894,1,0,0.95466185,1
EPPING,0.047402985,0.053902975,0.052800321,0.048433048,0.037603734,0.037603734,0.037977965,0.037977965,0.022959798,0.015029948,0.016824017,0.024132249,0.045992019,0.045413542,0.044135255,0.04187013,0.048273011,0.043405815,0.042247778,0.041803279,0.000888175,0.000334142,0.000399675,0.000639798,0.045993874,0.045262132,0.042954764,0.041707952,0.00811028,0,1,4.01E-05,0
ERINA,0.102089552,0.107606309,0.104298167,0.095671354,0.086132002,0.086132002,0.086487362,0.084251458,0.055021803,0.046246068,0.061842972,0.064476424,0.109830268,0.104844393,0.100191982,0.091090909,0.114229285,0.104348913,0.101500693,0.09647541,0.003864177,0.002461197,0.00423363,0.004304314,0.110043045,0.105155725,0.099612889,0.09134266,1,0,0,1,1
ERMINGTON,0.19880597,0.165502096,0.162408576,0.160922709,0.163641079,0.163641079,0.130103694,0.130103694,0.10654936,0.13953386,0.086167855,0.071359378,0.199220958,0.172668715,0.151407869,0.149415584,0.19146151,0.168645339,0.151578175,0.164344262,0.012884824,0.020347568,0.007980101,0.005253771,0.200780652,0.174337405,0.146095724,0.148501182,0.00176362,1,1,0,0
ERSKINE PARK,0.149850746,0.124575764,0.121330528,0.111294918,0.098807054,0.093944502,0.094296824,0.094296824,0.027225542,0.037003531,0.04821131,0.062154626,0.1318872,0.116900561,0.111594505,0.104584416,0.129271541,0.115611139,0.112179308,0.112418033,0.001167459,0.001629807,0.002647871,0.004005357,0.132756247,0.117244733,0.111070216,0.108325737,0.001763505,1,0,0.41324013,1
ERSKINEVILLE,0.063283582,0.063685366,0.060214407,0.055233894,0.038770747,0.038770747,0.038885288,0.038885288,0.014349652,0.004440948,0.005649961,0.009903188,0.055220299,0.052731578,0.049568556,0.046727273,0.056999816,0.051912022,0.049392382,0.049918033,0.000433537,5.20E-05,7.15E-05,0.000121986,0.055425633,0.052995945,0.048880468,0.047956878,0.03960032,0,0,0.040088743,0
ESCHOL PARK,0.182089552,0.151527251,0.148381926,0.172870141,0.147756743,0.147756743,0.121970188,0.121970188,0.075325407,0.108180395,0.08661253,0.010306829,0.171045612,0.161738174,0.146236737,0.146545455,0.167233143,0.15862701,0.15218987,0.154918033,0.006794862,0.012408409,0.008059526,0.000131108,0.17176837,0.162390279,0.141722552,0.149802492,0.007341807,1,0,0,0
